"x1" "x2" "x3" "x4" "x5" "x6" "x7" "x8"
"1" -1.03464225673612 -0.31489499094644 -1.77068065422898 -0.981130257222182 -0.30569815753882 -1.14835546708885 0.0172508644588281 0.607179519320993
"2" 0.939217588661111 1.68881216721326 1.49978814176013 1.48166207308499 0.620672038910572 0.56302448393784 -0.317802454384153 0.295380709976292
"3" -0.626335132144542 0.306152101628204 -1.30964064300266 -0.85296931498303 0.475006479419913 -0.97519178590254 -0.234142765102018 0.781382326686981
"4" 0.713480490398056 0.0609709017209364 -0.0766217356215124 0.580182466694261 0.749119129493183 -0.690259006487639 0.0320980014285605 0.337138004603706
"5" 1.56162083130941 0.37922814149037 0.912557500633112 1.28944766855211 -0.192852454992702 1.38598327039495 1.82451852714087 1.21119901241458
"6" 0.271074692857391 0.431728861641987 0.346655698756918 0.0260169616035011 0.431758719405619 1.32582663534662 -0.646060621593628 -0.0157160377957053
"7" -0.177723018631529 -0.0537268712477894 -0.278929714281377 0.0889721455630014 2.15368014536897 2.27667480496485 1.9962683637721 1.3920751102511
"8" 0.360331031323719 -1.35382695636494 -0.612365270598511 -0.322400956233919 -1.44679061598717 -0.351673723311434 0.330629757058141 0.11948926493027
"9" -3.37583281661988 -1.66099030991911 -2.40985058741108 -1.52282593974737 -0.0350656299605913 -0.290674843026783 -0.857425730841782 -1.47717215363566
"10" 0.196603687806256 -0.34769920248875 0.197339681099422 0.118679770063085 -2.14766781325455 -1.71688415729453 -0.514812966883576 -0.173980970417678
"11" -0.0556667786067943 0.112388707523888 0.113120479791115 0.535180551372476 -1.76567962944996 -1.67209312308944 -0.081915806845936 0.292593608855573
"12" 0.200282562253602 -0.607117190624881 -0.0915747627215518 -0.289074638872711 1.54778621605007 1.74859678810414 1.33755141791154 0.77952724632027
"13" -0.359446452738453 0.0661314528106644 0.353072768215047 -0.238058866858185 -1.07802428767675 -0.941327628823183 -1.27360270640362 -0.609654580937727
"14" 0.0370489125623589 -0.987507976951601 0.217532124623682 1.0499212887153 -0.442199784030365 0.248548937833354 0.405166150070197 -1.04087599621974
"15" 0.10776785697509 -0.312931120225278 0.0442551646788732 0.517659978445286 -0.739509731614816 -0.291652181600091 -0.618853866004228 -0.6698995948211
"16" 0.307548428806609 3.51058197844617 2.6646868804751 1.75395084233233 0.24570096712374 -0.590312576113808 0.297602447198466 -0.91712317867612
"17" 1.45140537201913 0.626412383920904 0.513982043107756 0.0538932850425246 0.409701328216831 -0.320373884254256 0.445490051297407 0.488356277432341
"18" 0.192350731713642 0.844263435603568 0.124311535998582 1.0947444141561 1.04498571819019 -0.340646705345921 0.857308669791039 0.685804404790781
"19" 0.0469290121917733 -0.583868218018373 -0.685412683545953 0.17360785256626 0.585685456418976 0.690700833943399 0.347861962468733 0.328167060785854
"20" 0.0295158342897317 -0.420632282028633 -0.446260501602297 -0.689813362659027 2.47089897882785 -0.579404486439379 -0.354125948079141 -0.705091383560123
